id,newspaper_id,content,label
30095,1156,"Dựa_trên các chứng_cứ có_được , cơ_quan công_an xác_định nạn_nhân bị xâm_hại tình_dục , hơn_nữa không_chỉ có một đối_tượng thực_hiện hành_vi này
",1
30096,1156,"Các nghi phạm đã dụ nạn_nhân đến một địa_điểm chuẩn_bị từ trước , sau_đó bắt , giam_giữ và hãm_hiếp nạn_nhân trước_khi giết",2
30097,1156,"Hiện , các nghi phạm vẫn khai nhỏ_giọt , tuy_nhiên có_thể xác_định Lường Văn_Lả ( SN 1993 , hộ_khẩu thường_trú tại xã Noong_Hẹt , huyện Điện_Biên ) là một trong những kẻ tham_gia tích_cực nhất vào vụ_án , tên này cũng đã có hành_vi bỏ_trốn khi cảm_thấy bị công_an truy_bắt
",3
30098,1156,"  Trước_đó , vào ngày 42 ( 30 tết ) , nạn_nhân Cao_Thị_Mỹ Duyên ( 21 tuổi , trú huyện Điện_Biên , tỉnh Điện_Biên ) đã đi giao gà theo yêu_cầu của khách_hàng rồi mất_tích
",0
30099,1156,"Thi_thể nạn_nhân được tìm thấy tại một ngôi_nhà_hoang sau_đó ngày
",1
30100,1156,"  Xác_định đây là vụ_án đặc_biệt nghiêm_trọng , công_an đã huy_động quân_số cao nhất để tích_cực điều_tra
",0
30101,1156,"Đến hiện_tại , công_an đã bắt 5 đối_tượng và khởi_tố bị_can các đối_tượng này với 5 tội_danh gồm bắt_giữ người trái_phép , hiếp_dâm , cướp của , giết_người và tàng_trữ trái_phép chất ma_túy
",1
30102,1156,"Theo Bá Cường ( Tổ_Quốc )
",3
30103,1157,"Theo Cục CSĐT tội_phạm về ma_túy , hiện_nay , các đối_tượng buôn_bán ma túy có hướng chuyển địa_bàn hoạt_động sang khu_vực biên_giới thuộc các tỉnh miền_Trung và Tây_Nguyên , đặc_biệt phức_tạp là biên_giới giáp Lào như Nghệ_An , Hà_Tĩnh , Quảng_Bình
",3
30104,1157,"Mới_đây , tại Hà_Tĩnh , lực_lượng chức_năng đã triệt_phá thành_công 2 chuyên_án vận_chuyển ma túy quy_mô lớn
",3
30105,1157,"Lúc 1 giờ ngày 172 , tại Km79 Quốc_lộ 8A ( đoạn qua xã Sơn_Kim 1 , huyện Hương_Sơn ) , Cục CSĐT tội_phạm về ma_túy Bộ Công_an chủ_trì phối_hợp với Công_an tỉnh , Bộ đội Biên_phòng ( BĐBP ) và Hải_quan Hà_Tĩnh đã bắt_được Vangchueyang Briachear ( SN 1994 ; trú_tại bản Vàng Ban , huyện Xay Chăm Phon , tỉnh Bolykhamxay Lào )
",3
30106,1157,"Tang_vật thu_được là 294 kg ma_túy tổng_hợp dạng_đá
",3
30107,1157,"Lợi_dụng đêm_tối , một đối_tượng đi_cùng Vangchueyang Briachear đã bỏ_chạy vào rừng tẩu_thoát
",3
30108,1157,"Hiện cơ_quan công_an truy_bắt ông trùm ma_túy ở Việt_Nam liên_quan đến lô hàng ma_túy trên
",3
30109,1157,"Theo Thiếu_tướng Phạm_Văn_Các , Cục_trưởng Cục CSĐT tội_phạm về ma_túy , bằng các biện_pháp nghiệp_vụ , cục phát_hiện đường_dây mua_bán , vận_chuyển trái_phép ma_túy tổng_hợp số_lượng lớn từ Lào qua cửa_khẩu Cầu_Treo ( Hà_Tĩnh ) về Việt_Nam rồi vận_chuyển đi nước thứ_ba tiêu_thụ nên đã phối_hợp với BĐBP Hà_Tĩnh xác_lập chuyên_án
",3
30110,1157,"Sau 3 tháng theo_dõi đã phá thành_công đường dây mua_bán , vận_chuyển trái_phép chất ma túy xuyên quốc_gia này
",3
30111,1157,"Vangchueyang Briachear , quốc_tịch Lào , vận_chuyển ma túy bị bắt_giữ vào ngày 172
",3
30112,1157,"( Ảnh do cơ_quan công_an cung_cấp ) Trước_đó , chiều 152 , khi phát_hiện đối_tượng Nguyễn_Thành_Trung ( SN 1987 ; trú xã Sơn_Tây , huyện Hương_Sơn , tỉnh Hà_Tĩnh ) cùng đồng_bọn vận_chuyển gần 10 kg ma túy đá và 20
",3
30113,1157,"000 viên ma_túy tổng_hợp trên 2 ôtô lưu_thông trên Quốc_lộ 8C ( đoạn qua xã Sơn_Giang , huyện Hương_Sơn ) , các trinh_sát Bộ Công_an phối_hợp Công_an Hà_Tĩnh và lực_lượng BĐBP yêu_cầu các đối_tượng dừng xe kiểm_tra
",3
30114,1157,"Phát_hiện bị truy_bắt , Nguyễn_Thành Trung_rút chốt lựu_đạn , cầm súng_ngắn đã lên_đạn , lao xe ôtô bán_tải vào lực_lượng chức_năng tháo_chạy
",3
30115,1157,"Khi ôtô chạy đến xóm 1 , xã Sơn_Giang thì mất lái lao_xuống ruộng
",3
30116,1157,"Trung_và đồng_bọn đã ôm lựu_đạn , súng , dao cố_thủ trong xe
",3
30117,1157,"Trước sự_manh_động của Nguyễn_Thành_Trung , hàng trăm chiến_sĩ công_an cùng nhiều phương_tiện vũ_khí như xe_thiết_giáp , súng bắn_tỉa được điều_động tới hiện_trường
",3
30118,1157,"Theo thiếu_tá Diệp Anh Trường , Tiểu_đoàn Cảnh_sát cơ_động Công_an Hà_Tĩnh , người trực_tiếp đối mặt với Nguyễn_Thành_Trung_suốt nhiều giờ , Trung_có biểu_hiện ngáo đá , manh_động
",3
30119,1157,"Đại_tá Đặng_Hoài_Sơn , Phó_Giám_đốc Công_an tỉnh , cho_biết lúc_đầu đối_tượng có biểu_hiện manh_động , rút chốt lựu_đạn , cầm súng chống_đối quyết_liệt
",3
30120,1157,"Tuy_nhiên , bằng việc đưa mẹ , người_thân nối máy trực_tiếp tác_động để_cho đối_tượng nhận_thức về hành_vi phạm_tội
",3
30121,1157,"Ngoài_ra , việc sử_dụng biện_pháp nghiệp_vụ răn_đe , trấn_áp nên buộc đối_tượng hạ_vũ_khí và đầu_hàng lực_lượng chức_năng
",3
30122,1157,"  Nguyễn_Thành_Trung có tiền_án về ma_túy , nhiễm HIV giai_đoạn cuối , có_nhiều quan_hệ xã_hội phức_tạp
",3
30123,1157,"Do buôn ma_túy nên Trung_luôn thủ súng , lựu_đạn trong người để đối_phó với lực_lượng truy_bắt
",3
30124,1157,"  Theo Đức_Ngọc ( Nld
",3
30125,1157,"com
",3
30126,1157,"vn )
",3
30127,1158,"Mục_đích ban_đầu của_Công và đồng_phạm là cướp tài_sản của Cao Mỹ Duyên hay xâm_hại tình_dục do bị kích_thích bởi sự_hấp_dẫn giới_tính Vai_trò chủ_mưu , diễn_biến sự_việc liên_quan vụ sát_hại nữ_sinh đi giao gà dịp Tết đã được các bị_can khai_báo
",3
30128,1158,"Tuy_nhiên , ban chuyên_án đánh_giá vụ_việc vẫn còn những chi_tiết nghi_vấn , chưa thể cung_cấp cho công_luận
",3
30129,1158,"Hành_trình phá vụ_án sát hại nữ_sinh đi giao gà dịp Tết Sau 72 giờ , công_an lần ra kẻ dụ Duyên đi giao gà là Vương_Văn_Hùng
",3
30130,1158,"Từ những lời_khai nhỏ_giọt của hắn , cơ_quan điều_tra bắt thêm 4 đồng_phạm , trong_đó Bùi_Văn_Công là kẻ chủ_mưu
",3
