id,newspaper_id,content,label
119571,2151,"Trông sợ quá , tối mà nhìn_thấy chắc mất_ngủ .
",NULL
119572,2151,"Ai có_thể thiết_kế ra được những hình này chắc trí_tưởng_tượng cũng phong_phú lắm  , một bạn khác bày tỏ.   Thật khó để tưởng_tượng đấy là tuổi HợiTheo Nam_An ( Helino )
",NULL
119573,2152,"Nữ đại_gia bất_động_sản tiến_thân thông_qua việc mua_bán những căn_nhà , chung_cư cũ , cải_tạo nâng_cấp rồi bán_lại thu lời .
",NULL
119574,2152,"Bà này bị khởi_tố do liên_quan tới việc hoán đổi_công_sản .
",NULL
119575,2152,"Cơ_quan Cảnh_sát điều_tra Bộ Công_an ( C03 ) đã khởi_tố , bắt tạm_giam bà Dương_Thị_Bạch_Diệp ( 70 tuổi , quê Bình_Định , Giám_đốc Công_ty Diệp_Bạch_Dương ) để điều_tra về hành_vi  Lừa đảo chiếm_đoạt tài_sản  .Liên quan vụ_án , ông Nguyễn_Thành Tài ( cựu Phó_chủ_tịch thường_trực UBND TP HCM ) , Trần_Nam_Trang ( Phó_Giám_đốc Sở Tài_chính ) , Nguyễn_Thành_Rum ( cựu Giám_đốc Sở Văn_hóa Thể_thao và Du_lịch ) , Vy Nhật Tảo ( cựu Giám_đốc Trung_tâm Ca_nhạc nhẹ TP HCM ) bị_bắt_giam về tội  Vi_phạm_quy_định về quản_lý tài_sản Nhà_nước gây thất_thoát , lãng_phí  theo Điều 219 BLHS 2015.Nhà chức_trách xác_định các bị_can vi_phạm quy_định về quản_lý , hoán đổi tài_sản công tại Trung_tâm ca_nhạc nhẹ , sở Văn hóa TP HCM với Công_ty Diệp Bạch_Dương , Agribank chi_nhánh TP HCM và các cơ_quan liên_quan .
",NULL
119576,2152,"Việc này gây thất_thoát và thiệt_hại nghiêm_trọng tài_sản của Nhà nước.Trước đó , vào đầu tháng 122018 , ông Tài bị_bắt để điều_tra về những sai_phạm trong việc cho_thuê khu  đất vàng  5.000 m2 tại số 812 đường Lê_Duẩn ( quận 1 , TP HCM ) không qua đấu_giá , gây thiệt_hại cho nhà nước.Bộ Công_an đã khởi_tố ông Nguyễn_Thành Tài , bà Dương_Thị_Bạch_Diệp và 3 cựu cán_bộ khác.Bà  trùm  bất_động_sản ở Sài GònBà Dương_Thị_Bạch_Diệp_sinh_trưởng và lập gia_đình , làm_việc tại Hải_Phòng .
",NULL
119577,2152,"Sau năm 1975 , bà Diệp vào_Nam bắt_đầu lập_nghiệp .
",NULL
119578,2152,"Ban_đầu , người phụ_nữ chỉ mua_lại những căn chung_cư giá_rẻ rồi nâng_cấp , sữa chữa bán_lại kiếm lời.Khởi đầu với 4 lượng vàng và có_được căn_nhà số 100 đường Trần_Hưng_Đạo ( một trong những con_đường trung_tâm thành_phố ) .
",NULL
119579,2152,"Sau_khi sửa_chữa , bà có_thể bán_lại căn_nhà trên với giá_trị 80 lượng vàng.   Việc kinh_doanh thuận_lợi như diều gặp gió khi nắm_bắt được nhu_cầu buôn_bán nhà_cửa đất_đai , bà Diệp_đầu_tư mạnh_tay và nhanh_chóng trở_thành một doanh_nhân buôn bất_động_sản nổi_tiếng , sở_hữu nhiều vị_trí đất vàng khu trung_tâm TP HCM.Khi việc kinh_doanh còn thịnh_vượng , nữ đại_gia từng đại_diện pháp_luật 4 công_ty hoạt_động kinh_doanh về bất_động_sản .
",NULL
119580,2152,"Hiện_nay , 2 công_ty vẫn còn hoạt_động là  Công_ty TNHH bất_động_sản Diệp_Bạch_Dương ( trụ_sở trên đường Hai_Bà_Trưng , phường 6 , quận 3 ) và công_ty TNHH Nam_Nam_Phương ( đường Lê_Văn_Hưu , phường Bến Nghé , quận 1 ) .Chân dung nữ đại_gia bất_động_sản một thời , bà Dương Thị Bạch Diệp.Ở giai_đoạn đỉnh_cao , bà Dương_Thị_Bạch_Diệp nổi_tiếng trong giới bất_động_sản khi sở_hữu nhiều khu đất đẹp ở trung_tâm TP HCM như  7 mặt_bằng tại số 31 đường Lê_Duẩn ( quận 1 ) , dự_án khách_sạn – trung_tâm hội_nghị hơn 3.100m2 tại số 179Bis Hai_Bà_Trưng ( quận 3 ) , dự_án khách_sạn 5 sao Diep Bach Duong ’ s Senla BoutiqueBà Bạch_Diệp cũng từng khiến dư_luận xôn_xao khi là người đầu_tiên sở_hữu xe siêu sang Rolls Royce Phantom mang BKS hiếm  77L – 7777 .
",NULL
