id,newspaper_id,content,label
40095,1418,"4 người uống gần_hết thêm 1 lít
'",3
40096,1418,"Đến khoảng 21 giờ , vợ_chồng T về_nhà
",3
40097,1418,,3
40098,1418,,3
40099,1418,"Lúc_này Diên kêu Ny dọn_dẹp
'",3
40100,1418,"Trong lúc dọn_dẹp , chị Ny nói Nhà này của tao_cất
'",3
40101,1418,"Mày đi mới về_nhà , tao muốn cho ở thì cho , không thì tao đuổi mày ra khỏi_nhà
'",3
40102,1418,"Nghĩ rằng bị vợ xem_thường , liền lúc_đó , Diên lấy cây búa chém chị Ny nhiều nhát
'",2
40103,1418,"Chị Ny la_lên chết em rồi anh ơi
'",1
40104,1418,"Diên tiếp_tục lấy_dao và kéo chém nhiều nhát vào người chị Ny
'",2
40105,1418,"Chị Ny_té xuống đất không_còn cử_động được
'",1
40106,1418,"Diên biết chị Ny đã tử_vong nên tự_tử nhưng không chết
'",1
40107,1418,"Theo Bách Hỷ ( Thanh_Niên Online )
'",3
40108,1419,"Khi được VKS hỏi về việc thay_đổi lời_khai , bị_cáo Bùi_Mạnh_Quốc khẳng_định dùng lời_khai tại tòa hôm_nay
'",3
40109,1419,"Sáng 191 , HĐXX TAND TP Hòa Bình_tiến ùng làm rõ số_tiền bồi_thường cho các nạn_nhân trong vụ chạy thận tại BVĐK tỉnh Hòa_Bình
'",3
40110,1419,"Ngay sau_đó ,   HĐXX xét_hỏi các bị_cáo để làm rõ hơn về vấn_đề sửa_chữa hệ_thống RO
'",3
40111,1419,"Bất_ngờ mới nổ_ra khi bị_cáo Bùi_Mạnh_Quốc thêm một_lần thay_đổi lời_khai
'",3
40112,1419,"Quốc cam_kết trước HĐXX đây là lời_khai cuối_cùng
'",3
40113,1419,"  Các bị_cáo có_mặt trong phiên_toà
'",3
40114,1419,"Lời_khai của điều_dưỡng là sai Quốc nói , trước_đó điều_dưỡng Hậu có khai khi khởi_động hệ_thống RO đồng_hồ có hiển_thị chỉ_số 8
'",3
40115,1419,"6
'",3
40116,1419,"Sáng_ngày 295 , khi Quốc vào phòng xử_lý nước vẫn thấy hệ_thống làm_việc đồng_hồ hiển_thị 8
'",3
40117,1419,"6 , điều này chứng_tỏ chị Hậu có khởi_động hệ_thống RO lên
'",3
40118,1419,"Nếu nước bể hôm đó đầy ít_nhất phải chạy trong_vòng 30 phút đến 1 giờ 30 mới đủ bù_nước
'",3
40119,1419,"Trong trường_hợp hệ_thống RO không chạy đồng_hồ sẽ không thể_hiện chỉ_số
'",3
40120,1419,"VSK truy_hỏi Quốc vì_sao các điều_dưỡng đều khai_sáng nào cũng khởi_động hệ_thống và đều nhìn vào đồng_hồ
'",3
40121,1419,"Quốc khẳng_định lời_khai này là sai , không phù_hợp với cấu_tạo của máy
'",3
40122,1419,"Nếu bể_nước đầy điều_dưỡng chỉ ấn nút hệ_thống tuần_hoàn thực_hiện quy_trình chạy thận
'",3
40123,1419,"Còn nước RO tự_động khi nước trong bể_cạn dưới phao bị_cáo đặt thì hệ_thống RO mới cấp nước bù_lại
'",3
40124,1419,"Đồng_hồ chỉ chạy khi bơm cao_áp được làm_việc sản_xuất ra nước RO ,   bị_cáo Quốc_nói
'",3
40125,1419,"Bị_cáo Quốc cho_biết khi cho_hóa chất vào không thử test hóa chất
'",3
40126,1419,"Quốc vẫn tiếp_tục khẳng_định , sau sửa cần phải đợi xét_nghiệm AAMI thì hệ_thông lọc máy mới có_thể chạy thận được
'",3
40127,1419,"Hôm_qua , nếu_có thời_gian bị_cáo cũng muốn hỏi PGS
'",3
40128,1419,"TS Hữu_Dũng , Trưởng_khoa Thận nhân_tạo , Bệnh_viện Bạch_Mai_để làm rõ hệ_thống chạy thận ở Bạch_Mai_là vệ_sinh hệ_thống tuần_hoàn RO hay màng_RO
'",3
40129,1419,"Nếu vệ_sinh hệ_thống tuần_hoàn RO thì không cần xét_nghiệm , sau sửa vẫn chạy thận như bình_thường
'",3
40130,1419,"Còn một_khi đã can_thiệp , vệ_sinh màng chắc_chắn phải dùng xét_nghiệm sinh_hóa
'",3
40131,1419,"Bị_cáo xác_nhận lời_khai này của mình ở tòa là chính_xác , Quốc_nói
'",3
40132,1419,"Khi VKS đề_cập đến các ý_kiến của ông Nguyễn_Hữu_Dũng , thì Quốc nói có điều muốn hỏi bác_sĩ Dũng và bất_ngờ tiết_lộ từng làm_việc với khoa Thận nhân_tạo Bạch_Mai_với bác_sĩ Thắng ở khoa này
'",3
40133,1419,"Bị_cáo Trương_Quý_Dương_Hóa chất kể_cả thuốc mà dùng không đúng thì vẫn chếtHĐXX hỏi bị_cáo Trương_Quý_Dương_xét_nghiệm AAMI là không cần_thiết có đúng hay không Ông Dương_nói , bị_cáo luôn đưa_ra nguyên_tắc các anh chọn cho tốt nhất để làm
'",3
40134,1419,"Bị_cáo hiểu phòng chuyên_môn có_thể là phòng Vật_tư đưa_ra đề_xuất làm_cái_đó
'",3
40135,1419,"Theo quan_điểm của bị_cáo đấy là cái_tốt nhất
'",3
40136,1419,"Bị_cáo Trương Quý DươngĐúng sai thế_nào bị_cáo không_chuyên sâu
'",3
40137,1419,"Hóa chất kể_cả thuốc mà dùng không đúng thì vẫn chết
'",3
40138,1419,"Hóa chất y_tế nếu tồn dư vẫn chết
'",3
40139,1419,"Thuốc_tiêm quá liều vẫn chết
'",1
40140,1419,"Theo bị_cáo Dương , chạy thận là một dạng bệnh_lý có tính trì_hoãn , không chạy bệnh_nhân sẽ rất khó_chịu
'",3
40141,1419,"Có_thể chạy chậm thì bệnh_nhân khó_chịu nhưng không có nghĩa như cấp_cứu là trì_hoãn 5 hoặc 10 phút là bệnh_nhân tử_vong
'",1
40142,1419,',3
40143,1419,',3
40144,1419,"Trách_nhiệm của ông Dương_là tổ_chức cho hoạt_động gồm cơ_sở vật_chất con_người trang_thiết_bị
'",3
40145,1419,"Cũng theo ông Dương , bị_cáo không_dám khẳng_định đầy_đủ , trừ các yếu_tố khách_quan thì thơi điểm_đó đã đáp_ứng được điều_kiện cần_thiết cho kỹ_thuật chạy lọc máu
'",3
40146,1419,"Trả_lời HĐXX về việc phối kết_hợp các khoa phòng với_nhau , ông Dương nói   Dạo_này bị_cáo trí_nhớ không_được tốt nên không nhớ_rõ
'",3
40147,1419,"Văn_bản cầm_tay chỉ việc là không có , tùy các khoa phòng phối_hợp với_nhau để hoàn_thành trách năng nhiệm_vụ
'",3
40148,1419,"BS Hoàng_Công_Tình Chúng_tôi đã làm hết khả_năng ! Trả_lời HĐXX về chức_trách , nhiệm_vụ của Trưởng phó_khoa Hồi_sức tích_cực ( HSTC ) của bệnh_viện , ông Dương_cho_biết , về_nguyên_tắc , về mặt tổ_chức thì ban_giám_đốc quản_lý đến phó_khoa và điều_dưỡng_trưởng
'",3
40149,1419,"Ví_dụ trưởng_khoa nghỉ một ngày phải báo_cáo phó giám_đốc bệnh_viện
'",3
40150,1419,"Phó_khoa và điều_dưỡng trưởng nghỉ 3 ngày phải báo_cáo trưởng_khoa hoặc phó_giám_đốc
'",3
40151,1419,"Về công_tác chuyên_môm giao cho Trưởng_khoa quyết_định
'",3
40152,1419,"Chỉ_có vấn_đề vượt_quá khả_năng thì mới phải báo_cáo lãnh_đạo bệnh_viện
'",3
40153,1419,"Ban giám_đốc bệnh_viện không can_thiệp công_việc của phó_khoa
'",3
40154,1419,"Trưởng_khoa phải chịu_trách_nhiệm chuyên_môn trước lãnh_đạo bệnh_viện
'",3
40155,1419,"Bị_cáo cũng không có quyền vì đã phân_công cho trưởng_khoa
'",3
