id,newspaper_id,content,label,isTrain,RandomForest_tfidf_label,RandomForest_word2vec_label,LogisticRegression_tfidf_label,LogisticRegression_word2vec_label,Gaussian_tfidf_label,Gaussian_word2vec_label,average_label
9,1,"Theo những người hàng_xóm của nạn_nhân , bà Nga là một người tốt_bụng , nạn_nhân sống cùng chồng và con
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,1,"Chồng bà Nga làm giám_đốc tại một công_ty nước_ngoài
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,1,"Bà Nga sống hiền_lành , chưa_bao_giờ xích_mích với ai
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,1,"Đặc_biệt , nạn_nhân thường cho những phụ_nữ nghèo vay vốn để làm_ăn mà_không đòi_hỏi tiền lãi
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,1,"Đối_với nhiều trường_hợp , bà Nga thường chỉ lấy tiền_gốc và nếu ai làm_ăn có lời thì người vay có_thể tuỳ_tâm trả_lãi chứ bà không đòi_hỏi
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,1,"Bà Nga cũng chính là ân_nhân của vợ_chồng Dũng và Oanh
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,1,"Trong tình_cảnh đó , bà Nga đã rộng_lòng cho Oanh vay_tiền với lãi_suất rất thấp để trả_nợ và có vốn làm_ăn
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,1,"Tại Cơ_quan điều_tra , chính đối_tượng Dũng cũng thừa_nhận Chị Nga là một người_sống rất tình_cảm , đạo_đức
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,1,"Tuy cho_vay nhưng chị_ấy lấy_lãi rất nhẹ chứ không như người_khác
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,1,"Tại cơ_quan CSĐT , Lê_Thị_Phương_Oanh khai_nhận có mượn của bà Nga số_tiền 200 triệu đồng nhưng không có khả_năng chi_trả
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,1,"Để thực_hiện hành_vi này , vợ_chồng Oanh thống_nhất điện_thoại bà Nga đến căn_hộ mình đang sinh_sống để trả_tiền
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,1,"Ngoài_ra , Oanh còn nhờ bà Nga đi chợ mua giúp mình thêm ít thức_ăn và con gà để đến đãi_khách
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,1,"Khoảng 7h30 cùng ngày , bà Nga điều_khiển xe_máy BKS 43C1313 56 mang thức_ăn đến chung_cư nơi vợ_chồng Oanh – Dũng đang ở
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,1,"Khi bà Nga đến , Dũng ra mở_cửa và bảo vợ mình đang nằm_trong phòng
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,1,"Hà_Nam Nguồn Kênh 14 Tri_thức trẻ
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,2,"Hành_lang pháp_lý hiện_tại vẫn chưa có quy_định nào trong việc ghi_nhận tính chính_quy của các hiệp_sĩ ngoài sự_trân_trọng tinh_thần trượng nghĩa từ người_dân
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,2,"Ngoài_ra , họ phải chịu_trách_nhiệm về mặt hình_sự , dân_sự theo luật_định hiện_hành
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,2,"Đây chính là một thực_tế mà các hiệp_sĩ phải tự chịu , luật_sư Đức chia_sẻ
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,2,"Theo ông Đức , việc thừa_nhận tính pháp_lý hoạt_động chính_thống của các đội , nhóm hiệp_sĩ thuộc về chủ_trương của các cơ_quan quản_lý nhà_nước có thẩm_quyền
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,2,"Hiện_nay vẫn chưa có chế_độ chính_sách theo luật_định đối_với các hiệp_sĩ
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,2,"Tôi cho_rằng cần có quy_định cụ_thể rõ_ràng , ghi_nhận và trân_trọng việc_làm , sự_xả_thân của họ vì người_dân
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,2,"Bên_cạnh đó nhà chức_trách cần phát_huy , nêu_cao tinh_thần của hiệp_sĩ đối_với người_dân trong việc phát_động mọi công_dân có_nghĩa vụ tích_cực tham_gia đấu_tranh , phòng_ngừa và chống tội_phạm theo khoản 3 Điều 4 Bộ_Luật hình_sự hiện_hành cũng_như đã được phát_động cổ_vũ phong_trào trong toàn_dân bấy_lâu_nay
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,2,"Cần xây_dựng một bộ quy_tắc mẫu nhằm tuyên_truyền , đề mọi_người , các hiệp_sĩ ứng_xử , đối_phó với các tình_huống khi phát_hiện các đối_tượng gây_án
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,2,"Qua_đó nhằm đảm_bảo an_toàn sức_khỏe tính_mạng cho chính người_dân cũng_như các hiệp_sĩ , luật_sư Đức_nêu ý_kiến
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,2,"Phương_Trang Nguồn Soha Trí_thức trẻ
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,3,"Trước_đó , ông bố 29 tuổi này đã có_kinh_nghiệm làm phụ_huynh và còn đang nuôi_dạy một cô con_gái 2 tuổi nữa
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,3,"Zachary Paul Koehn cũng có đủ khả_năng để mua thực_phẩm và đồ_dùng cho em_bé nhưng đã không chịu làm_tròn thiên_chức của mình
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,3,"Minh_Di ( tổng_hợp ) Nguồn Tinnhanhonline.vn
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,4,"Do quá hoảng_loạn , tôi chỉ kịp cầm chiếc điện_thoại rồi đẩy cánh_cửa chạy vội ra_ngoài
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4,"Chị Coi kể_lại giây_phút chạy thoát khi bị đối_tượng Khánh truy_đuổi
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,4,"Sáng_ngày 8/11 , chị Coi và người_thân trở_lại căn_nhà nơi xảy_ra thảm_án và dọn_dẹp những đống đổ_nát bên_trong
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,4,"Anh Long chia_sẻ Khi về tới nhà , cả_người anh như tê_dại , đầu_óc u_mê trống_rỗng
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113,4,"Điều duy_nhất lúc_ấy anh nghĩ_tới là tìm được Lý_Đình_Khánh
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,4,"Mặc_dù về tới nhà_lúc gần 7h sáng nhưng phải đến hơn 2h chiều anh Long mới được cơ_quan công_an cho vào hiện_trường
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,4,"Lúc nhìn các con và mọi_người , tôi không_biết phải diễn_tả cảm_xúc khi_đó như_thế_nào , đau_đớn lắm
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,4,"Anh Long chia_sẻ , trước đêm xảy_ra vụ_án khoảng 3 4 ngày , anh đến nhà bố_mẹ_vợ ở huyện Thông_Nông , tỉnh Cao_Bằng để giúp gia_đình thu_hoạch vụ mùa
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,4,"Do ở_nhà còn hai con_nhỏ và bà_ngoại nên vợ anh không_thể đi_cùng
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
127,4,"Là người cùng bản nên giữa anh_Long và Khánh thường chơi và sinh_hoạt cùng_nhau trong những hoạt_động của địa_phương
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,4,"Giữa hai người từ trước tới nay chưa xảy_ra mâu_thuẫn hay xích_mích gì
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
129,4,"Chị Coi , vợ anh Long cho_biết , gia_đình chị không_còn dám ở ngôi_nhà hiện_tại mà sẽ ở tạm nhà người_thân rồi dựng ngôi_nhà khác
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136,4,"Xong_xuôi , Khánh_đi xe_máy về_nhà
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
146,5,"Theo_đó , nghi phạm tên Lèo Văn_Hoàng ( 25 tuổi )
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
149,5,"Ngay khi nhận_được tin báo , Công_an xã Tô_Múa và công_an huyện Vân_Hồ đã nhanh_chóng có_mặt tại hiện_trường và báo_cáo sự_việc lên Công_an tỉnh Sơn_La
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
150,5,"Tiến_hành xác_minh ban_đầu , nạn_nhân tên là Nguyễn_Văn_Tích ( SN 1952 , trú_tại tiểu_khu 32 , thị_trấn Nông_trường Mộc_Châu , huyện Mộc_Châu ) , làm_nghề xe_ôm
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
152,5,"Ngay sau_đó , Công_an tỉnh Sơn_La đã phối_hợp với Công_an huyện Vân Hồ_khẩn_trương điều_tra , truy_bắt nghi phạm gây_án
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,5,"Bằng biện_pháp nghiệp_vụ , vào trưa 4/9 , lực_lượng công_an đã bắt_được nghi phạm tại bản_Un , xã Song_Khủa , huyện Vân_Hồ_về quy_án
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,5,"Hiện nghi phạm đã được đưa_về trụ_sở Công_an huyện Vân_Hồ để_lấy lời_khai và xác_minh lý_lịch
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
156,5,"Minh_Di ( tổng_hợp ) Nguồn Tinnhanhonline.vn
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,6,"Ngay khi nhận_được tin báo , Công_an phường Bùi_Thị_Xuân và Đội Cảnh_sát Hình_sự Công_an quận Hai_Bà_Trưng đã nhanh_chóng có_mặt tại hiện_trường , điều_tra , làm rõ vụ_việc
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,6,"Quá_trình xác_minh , bước_đầu , cảnh_sát xác_định nạn_nhân là chị T ( SN 1993 , quê Hưng Yên ; hiện tạm_trú tại quận Hai_Bà_Trưng , Hà_Nội )
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,6,"Thông_tin cũng cho_biết thêm chị T và Viên từng yêu nhau khoảng 5 năm , đến năm 2016 tình_cảm rạn_nứt chị T đã quyết_định chia_tay
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171,6,"Người_yêu cũ được chị T nhắc_đến là Phạm_Quang_Viên ( SN 1994 , quê huyện Tứ_Kỳ , Hải_Dương )
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
178,6,"Minh_Di ( tổng_hợp ) Nguồn Tinnhanhonline.vn
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188,7,"Cụ_thể , trưa ngày 15/2 , một thanh_niên đã đi đến nhà ông Mai_Xuân_Chinh ( 46 tuổi , Thanh_Hóa ) hẻm 131 , đường số 7 , phường Bình_Hưng Hòa , quận Bình_Tân , TPHCM để giao gà cúng nhưng không có ai ra nhận , gọi_điện_thoại cũng không liên_lạc được
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,7,"Sau tiệc tất_niên vào tối_ngày 12/2 , hai người làm_công cùng với Tình đã về_quê Thanh_Hóa để ăn_Tết , còn Tình ngủ_lại nhà_vợ_chồng ông Chinh
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
203,7,"Một chiếc điện_thoại do bị khóa tài_khoản nên không_bán được và Tình cho K sử_dụng
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
208,7,"Hồng_Hạnh ( tổng_hợp ) Nguồn Tinnhanhonline.vn
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
219,8,"Trước_khi bản_án được thi_hành , Edmund vẫn có_quyền được yêu_cầu bữa_ăn cuối_cùng một món tùy thích bất_kể là sang_trọng đắt tiền đến_đâu ( thì là bữa cuối mà lị ! )
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
220,8,"Không chọn tôm_hùm hay vi cá ăn kèm với rượu_vang gì sất , yêu_cầu của tù_nhân này chính ra_lại khá đơn_giản Đuôi lợn và giò_lợn ngâm_dấm
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,8,"Đuôi lợn đã được chọn làm bữa_ăn cuối_cùng của tử_tù Edmund
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
223,8,"Sau_khi đánh_chén no_nê món đuôi lợn khoái_khẩu của mình , ông thong_thả bước_vào phòng hành_quyết , không quên nở nụ_cười đầy thân_mật với người_nhà nạn_nhân qua lớp cửa_kính
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
238,8,"Trong số đó có bang Tennessee , nhất_là đối_với các vụ_án diễn_ra trước năm 1999
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
240,8,"Duy VuTheo Helino Trí_thức trẻ
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
241,9,"Người dân sống xung_quanh căn chòi của ông Đặng_Văn_Trường nhận_thấy có mùi_hôi lạ phát_ra nên đã đến gần tìm_hiểu và phát_hiện sự_thật kinh_hoàng
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
245,9,"Căn chòi nơi xảy_ra sự việc Khi đó , người_dân phát_hiện nơi ở của ông Đặng_Văn_Trường ( ngụ ấp Bà Liêm ) có_mùi hôi lạ nên đã truy_tìm nguyên_nhân ",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
246,9,"Nhưng khi đến gần lu đựng cám trước chòi của ông Trường thì bị ông Trường ngăn_cản , không cho một ai được tiếp_cận , báo Thanh_Niên cho_hay
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
248,9,"Sự_việc được trình_báo với cơ_quan chức_năng
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253,9,"Trang_Vũ ( tổng_hợp ) Nguồn Tinnhanhonline.vn
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
258,10,"Người_dân tập_trung theo_dõi vụ_việc
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
270,10,"Đức_Hòa ( tổng_hợp ) Nguồn Tinnhanhonline.vn
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
275,11,"Theo thông_tin , hồi_đầu tháng 5 năm nay , Whitney đã đến báo với cảnh_sát rằng con_trai cô_ta đã bị mất_tích
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
276,11,"Whitney cho_biết khoảng 11h30 sáng hôm xảy_ra sự_việc , cô_ta đã để Christopher chơi trong phòng_khách một_mình rồi đi vào phòng_ngủ
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
277,11,"Đến khoảng 2 giờ chiều thức_dậy , người_mẹ hốt hoàng không tìm thấy cậu bé đâu cả nên đã nhanh_chóng gọi báo cảnh_sát
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
278,11,"Theo lời kể của người_mẹ , Christopher bị tự_kỷ , không_biết nói_chuyện và thường tự ra ngoài chơi một_mình ở khu_vực xung_quanh
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
281,11,"Lịch_sử tìm_kiếm của Whitney khiến cảnh_sát lập_tức bắt_giữ cô_ta
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
283,11,"Đoạn tin_nhắn viết Whitney Bosselman là một kẻ nghiện game và thường_dùng tai_nghe chặn tiếng ồn trong_lúc chơi
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
298,11,"( Nguồn wfsb ) Đinh HươngTheo Helino Trí_thức trẻ
",0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
